,language,page_url,image_url,page_title,section_title,hierarchical_section_title,caption_reference_description,caption_attribution_description,caption_alt_text_description,mime_type,original_height,original_width,is_main_image,attribution_passes_lang_id,page_changed_recently,context_page_description
70,vi,https://vi.wikipedia.org/wiki/Kuching,https://upload.wikimedia.org/wikipedia/commons/6/6a/Chinese_Temple_on_Carpenter_Street%2C_Kuching.jpg,Kuching,Nhân khẩu,Kuching / Nhân khẩu,Một miếu của người Hoa trên phố Carpenter.[49],A Chinese Temple on Carpenter Street in Kuching.,,image/jpeg,1920,2560,True,True,True,"Kuching, gọi chính thức là Thành phố Kuching, là thủ phủ và thành phố đông dân nhất của bang Sarawak tại Malaysia. Đây cũng là thủ phủ của tỉnh Kuching. Thành phố nằm bên sông Sarawak tại đầu tây nam của Sarawak trên đảo Borneo và có diện tích là 431 kilômét vuông, dân số là 165.642 tại khu vực hành chính Kuching Bắc và 159.490 tại khu vực hành chính Kuching Nam — tổng dân số là 325.132.
Kuching là thủ phủ thứ ba của Sarawak vào năm 1827, trong thời kỳ cai trị của Vương quốc Brunei. Năm 1841, Kuching trở thành thủ đô của Sarawak sau khi Sarawak được Brunei nhượng cho James Brooke. Đô thị tiếp tục được quan tâm và phát triển trong thời gian cai trị của Charles Brooke. Trong Chiến tranh thế giới thứ hai, Kuching bị quân Nhật chiếm đóng từ năm 1942 đến năm 1945. Sau chiến tranh, đô thị còn nguyên vẹn. Rajah cuối cùng của Sarawak là Charles Vyner Brooke quyết định nhượng Sarawak với vị thế là một thuộc địa vương thất Anh vào năm 1946. Kuching duy trì là thủ đô trong thời kỳ Thuộc địa vương thất. Sau khi Malaysia hình thành vào năm 1963, Kuching duy trì vị thế thủ phủ cấp bang và được trao tình trạng thành phố vào năm 1988."
71,id,https://id.wikipedia.org/wiki/Kabupaten_Purworejo,https://upload.wikimedia.org/wikipedia/commons/c/c3/Hamparan_Sawah_Desa_Ngampel.jpg,Kabupaten Purworejo,Ekonomi,Kabupaten Purworejo / Ekonomi,Hamparan sawah Desa Ngampel.,"Bahasa Indonesia: Pemandangan sawah di Desa Ngampel, Kecamatan Pituruh, Kabupaten Purworejo, Jawa Tengah.",,image/jpeg,2340,4160,True,True,True,"Purworejo beralih ke halaman ini. Untuk kota yang bernama sama, lihat Purworejo, Purworejo.Untuk kegunaan lain, lihat Purworejo.
Purworejo adalah sebuah kabupaten di Provinsi Jawa Tengah. Ibu kota berada di kota Purworejo. Kabupaten ini berbatasan dengan Kabupaten Wonosobo dan Kabupaten Magelang di utara, Kabupaten Kulon Progo, Samudra Hindia di selatan, serta Kabupaten Kebumen di sebelah barat."
72,war,"https://war.wikipedia.org/wiki/San_Miguel,_Leyte",http://upload.wikimedia.org/wikipedia/commons/a/ab/Ph_locator_leyte_san_miguel.png,"San Miguel, Leyte",,"San Miguel, Leyte",,English: Map of Leyte showing the location of San Miguel,Mapa han Leyte nga nagpapakita kon hain an San Miguel,image/png,350,300,True,True,True,"An San Miguel usa nga ikalima nga klase nga bungto o munisipyo ha probinsya o lalawigan han Leyte ha Sinirangan nga Kabisay-an nga rehiyon ha Pilipinas. Sumala han 2000 census, mayda ini populasyon nga 15,153 ka tawo ha 3,017 nga panimalay."
73,vi,https://vi.wikipedia.org/wiki/%C4%90%C3%A0_L%E1%BA%A1t,http://upload.wikimedia.org/wikipedia/commons/1/16/Truc_Lam_Zen_Monastery_11.JPG,Đà Lạt,Kiến trúc,Đà Lạt / Văn hóa - du lịch / Kiến trúc,,Truc Lam Zen Monastery,,image/jpeg,2304,3072,True,True,True,"Đà Lạt là thành phố tỉnh lỵ của tỉnh Lâm Đồng, nằm trên cao nguyên Lâm Viên, thuộc vùng Tây Nguyên, Việt Nam. Từ xa xưa, vùng đất này vốn là địa bàn cư trú của những cư dân người Lạch, người Chil và người Srê thuộc dân tộc Cơ Ho. Cuối thế kỷ 19, khi tìm kiếm một địa điểm để xây dựng trạm nghỉ dưỡng dành cho người Pháp ở Đông Dương, Toàn quyền Paul Doumer đã quyết định chọn cao nguyên Lâm Viên theo đề nghị của bác sĩ Alexandre Yersin, người từng thám hiểm tới nơi đây vào năm 1893. Trong nửa đầu thế kỷ 20, từ một địa điểm hoang vu, người Pháp đã quy hoạch và xây dựng lên một thành phố xinh đẹp với những biệt thự, công sở, khách sạn và trường học, một trung tâm du lịch và giáo dục của Đông Dương khi đó. Trải qua những khoảng thời gian thăng trầm của hai cuộc chiến tranh cùng giai đoạn khó khăn những thập niên 1970–1980, Đà Lạt ngày nay là một thành phố đông dân, đô thị loại I trực thuộc tỉnh, giữ vai trò trung tâm chính trị, kinh tế và văn hóa của tỉnh Lâm Đồng.
Với độ cao 1.500 mét so với mực nước biển và được các dãy núi cùng quần hệ thực vật rừng bao quanh, Đà Lạt thừa hưởng một khí hậu miền núi ôn hòa và dịu mát quanh năm."
74,id,https://id.wikipedia.org/wiki/We_the_Fest,https://upload.wikimedia.org/wikipedia/commons/d/d6/Matter_Halo_in_We_The_Fest_2015.jpg,We the Fest,,We the Fest,,English: Matter Halo in We The Fest 2015,,image/jpeg,449,599,True,True,True,"We the Fest adalah festival musik, seni, mode dan makanan yang diselenggarakan tahunan di Jakarta, Indonesia.
We the Fest dimulai pada tahun 2014 dan diadakan setiap tahun setiap akhir pekan pertengahan atau akhir bulan Agustus di Parkir Timur Senayan. Namun pada tahun 2017, festival ini dipindah ke Jakarta International Expo.
Festival ini diselenggarakan oleh Ismaya Live. Pada tahun 2016, festival musik ini dihadiri oleh lebih dari 26 ribu penonton. Pada tahun 2017, jumlah ini naik hingga menembus angka 50 ribu penonton."
75,id,https://id.wikipedia.org/wiki/Kho_Ping_Hoo,https://upload.wikimedia.org/wikipedia/id/c/cb/Asmaraman_S_Kho_Ping_Hoo.jpg,Kho Ping Hoo,,Kho Ping Hoo,"Asmaraman Sukowati 
 Kho Ping Hoo","Asmaraman Sukowati Kho Ping Hoo, penulis cerita silat terkenal asal Sragen, Jawa Tengah. Sumber berkas dari sini",Asmaraman Sukowati Kho Ping Hoo,image/jpeg,339,257,True,True,True,"Asmaraman Sukowati atau Kho Ping Hoo adalah penulis cersil yang sangat populer di Indonesia. Kho Ping Hoo dikenal luas karena kontribusinya bagi literatur fiksi silat Indonesia, khususnya yang bertemakan Tionghoa Indonesia yang tidak dapat diabaikan.
Selama 30 tahun ia telah menulis sedikitnya 120 judul cerita. Walaupun menulis cerita-cerita silat berlatar Tiongkok, penulis yang produktif ini tidak bisa membaca dan menulis dalam bahasa Mandarin. Ia banyak mendapat inspirasi dari film-film silat Hong Kong dan Taiwan. Karena tidak bisa berbahasa Mandarin, Kho Ping Hoo tidak memiliki akses ke sumber-sumber sejarah negeri Tiongkok berbahasa Tionghoa, sehingga banyak fakta historis dan geografis Tiongkok dalam ceritanya tidak sesuai dengan kenyataan yang sebenarnya. Dari sebab itu, karya Kho Ping Hoo akan membingungkan bagi yang mengerti sastra atau sejarah Tiongkok yang sebenarnya.
Selain karya-karya yang termuat di artikel ini, masih terdapat karya-karya Asmaraman S."
76,fil,https://tl.wikipedia.org/wiki/Shriya_Saran,https://upload.wikimedia.org/wikipedia/commons/3/32/Shriya_Saran_at_Jackky_Bhagnani%E2%80%99s_Diwali_bash%2C_2019_%2828%29_%28cropped%29.jpg,Shriya Saran,,Shriya Saran,,"English: Shriya Saran at Jackky Bhagnani’s Diwali bash, 2019",,image/jpeg,340,255,True,True,True,Si Shriya Saran ay isang aktres ng India.
77,vi,https://vi.wikipedia.org/wiki/Cymbidium_mannii,https://upload.wikimedia.org/wikipedia/commons/5/5e/Cymbidium_bicolor_subsp._pubescens_%28as_Cymbidium_pubescens%29_-_Edwards_vol_27_%28NS_4%29_pl_38_%281841%29.jpg,Cymbidium mannii,,Cymbidium mannii,,Cymbidium bicolor subsp. pubescens (as syn. Cymbidium pubescens),,image/jpeg,4396,2854,True,True,True,Cymbidium bicolor là một loài thực vật có hoa trong họ Lan. Loài này được Rchb.f. mô tả khoa học đầu tiên năm 1872.
78,war,https://war.wikipedia.org/wiki/Roger_Staubach,https://upload.wikimedia.org/wikipedia/commons/f/f5/Staubach_cowboys_qb.jpg,Roger Staubach,,Roger Staubach,"Roger Staubach, 1976.","English: Former Dallas Cowboys' QB Roger Staubach, wearing the helmet with the red-white-blue stripes in commemoration of the US' Bicentennial.",,image/jpeg,1600,1278,True,True,True,Hi Roger Thomas Staubach in uska futbolista.
79,vi,https://vi.wikipedia.org/wiki/Ninh_Thu%E1%BA%ADn,https://upload.wikimedia.org/wikipedia/commons/a/a4/G%E1%BB%91m_B%C3%A0u_Tr%C3%BAc.JPG,Ninh Thuận,Dân cư,Ninh Thuận / Dân cư,Gốm Bàu Trúc - Làng nghề cổ nhất Đông Nam Á còn tồn tại ở Ninh Thuận,Tiếng Việt: Gốm Bàu Trúc. Tôi sáng tạo ra toàn bộ tác phẩm. Làng nghề cổ nhất Đông Nam Á còn tồn tại ở Ninh Thuận,,image/jpeg,1536,2048,True,True,True,"Ninh Thuận là một tỉnh ven biển thuộc vùng Duyên hải Nam Trung Bộ của Việt Nam. Tỉnh lỵ của Ninh Thuận là thành phố Phan Rang - Tháp Chàm nằm cách Thành phố Hồ Chí Minh 340 km về phía Nam, cách thủ đô Hà Nội 1.380 km về phía Bắc và cách Nha Trang 100 km theo đường Quốc lộ 1A và cách Đà Lạt 110 km theo đường Quốc lộ 27, đồng thời nằm cách sân bay Cam Ranh khoảng 60 km, thuận tiện cho việc giao lưu phát triển kinh tế xã hội của tỉnh.
Năm 2018, Ninh Thuận là đơn vị hành chính Việt Nam đông thứ 58 về số dân, xếp thứ 57 về Tổng sản phẩm trên địa bàn, xếp thứ 45 về GRDP bình quân đầu người, đứng thứ 10 về tốc độ tăng trưởng GRDP. Với 611,8 nghìn dân, GRDP đạt 24.288 tỉ Đồng, GRDP bình quân đầu người đạt 39,7 triệu đồng, tốc độ tăng trưởng GRDP đạt 10,25%.
Ngày 20 tháng 5 năm 1901, tỉnh Phan Rang được thành lập. Năm 1913, tỉnh Phan Rang bị xóa bỏ, phần phía bắc nhập vào tỉnh Khánh Hòa, còn phần phía nam thuộc tỉnh Bình Thuận. Sau ngày 30 tháng 4 năm 1975, tỉnh Ninh Thuận dự kiến sáp nhập với Bình Thuận, Tuyên Đức, Lâm Đồng để thành lập một tỉnh mới có tên là Thuận Lâm. Nhưng đến tháng 2 năm 1976, Chính phủ Cộng hòa Miền Nam Việt Nam đã điều chỉnh việc sáp nhập cho sát với thực tế."
80,ceb,https://ceb.wikipedia.org/wiki/Manufahi,https://upload.wikimedia.org/wikipedia/commons/4/40/Flag_of_Manufahi.png,Manufahi,,Manufahi,,"Português: Bandeiro do Manufahi. A coroa Kaibauk e a medalha recordam Dom Boaventura, o grande Liurai, que lutou contra os Portugueses. As quatro riscas brancas representam os subdistritos de Manufahi. O passado sangrento que adverte à Paz é representado pela cor vermelha.",,image/png,400,800,True,True,True,"Distrito ang Manufahi sa Sidlakang Timor. Nahimutang ni sa sentro nga bahin sa nasod, 50 km sa habagatan sa Dili ang ulohan sa nasod. Adunay 48,894 ka molupyo. Naglangkob kin og 1,323 ka kilometro kwadrado. Manufahi mopakigbahin sa usa ka utlanan sa Manatuto, Ainaro, ug Aileu.
Ang yuta sa Manufahi kay kabungtoran sa habagatang-sidlakan, apan sa amihang-kasadpan nga kini mao ang kabukiran.
Manufahi may sa mosunod nga mga subdibisyon:
Alas
Same
Fatuberliu
Turiscai
Sa mosunod nga mga natural nga mga bahin makita sa Manufahi:
Mga suba:
Mota Abatalala
Mota Ahangcain
Mota Aibeli
Mota Aicameli
Mota Aicoeai
Mota Aimea
Mota Aimerfo
Mota Airacalau
Mota Airai
Mota Aitoklaran
Mota Aitoklaran
Mota Aiweluli
Mota Besusu
Mota Bilai
Mota Binglala
Mota Blaro
Mota Borok
Mota Borok
Mota Bubulau
Mota Caisilah
Mota Carbou
Mota Comealala
Mota Cotalaura
Mota Cudai
Mota Daramota
Mota Daurofu
Mota Deunai
Mota Fahenuan
Mota Fatohei
Mota Faturai
Mota Hastetutu
Mota Ibuk
Mota Kaimulik
Mota Keleo
Mota Keleo
Mota Laclodosul
Mota Lacue
Mota Ladiou
Mota Laklo
Mota Laolo
Mota Laruna
Mota Lato
Mota Launado
Mota Lauro
Mota Lauvero
Mota Letaulo
Mota Limelala
Mota Lodalala
Mota Lodalala
Mota Lohulun
Mota Manofoni"
81,id,https://id.wikipedia.org/wiki/JKT48,https://upload.wikimedia.org/wikipedia/commons/a/ad/JKT48_Vector_Logo.png,JKT48,,JKT48,Logo JKT48,Bahasa Indonesia: Logo Vektor JKT48 English: JKT48's Vector Logo,Logo JKT48,image/png,1138,3510,True,True,True,"JKT48 adalah grup idola asal Indonesia. Dibentuk pada tahun 2011, JKT48 adalah idol group saudari bentukan 48Group bermitra dengan PT. Dentsu Inter Admark Media Group Indonesia yang pertama di Asia Tenggara, dan JKT48 adalah Idol Group pertama di Indonesia. JKT48 secara tidak langsung diproduseri oleh Yasushi Akimoto.
JKT48 merupakan grup saudari AKB48 yang pertama yang berada di luar Jepang. Mengadopsi konsep AKB48 yaitu ""Idol Who Comes to Meet You"". JKT48 mengadakan pertunjukan rutin hampir setiap hari di Theater JKT48, lantai 4 mal fX Sudirman, Jakarta.
Per 22 Agustus 2020, JKT48 memiliki 53 orang anggota tim secara individu, termasuk 1 orang yang merangkap di tiga tim. Album pertama grup ini, Heavy Rotation dirilis pada 16 Februari 2013 oleh Hits Records. Singel pertama mereka, River dirilis pada 11 Mei 2013 dan 17 Mei 2013. Album keduanya adalah ""Mahagita"" dirilis pada 23 Maret 2016, di album keduanya ini JKT48 berhasil mencapai peringkat 5 dalam sisi penjualan di iTunes. Dan album ketiga mereka adalah ""JKT48 Festival Greatest Hits"" yang dirilis pada 22 Februari 2017."
82,vi,https://vi.wikipedia.org/wiki/Long_Bi%C3%AAn,https://upload.wikimedia.org/wikipedia/commons/b/b0/Long_Bien_mall_view_of_Long_Bien_district_in_2016_02.jpg,Long Biên,,Long Biên,Trung tâm mua sắm Aeon Mall tại quận Long Biên,English: Long Bien mall view of Long Bien district in 2016.,,image/jpeg,1728,3072,True,True,True,"Long Biên là một quận nội thành thuộc thành phố Hà Nội, Việt Nam.
Long Biên là quận duy nhất nằm ở tả ngạn sông Hồng, đồng thời là quận có diện tích lớn nhất của thủ đô Hà Nội."
83,th,https://th.wikipedia.org/wiki/%E0%B8%94%E0%B8%B2%E0%B8%A7%E0%B8%94%E0%B8%B6%E0%B8%87%E0%B8%AA%E0%B9%8C,https://upload.wikimedia.org/wikipedia/commons/1/10/Thagyamin_Nat.jpg,ดาวดึงส์,,ดาวดึงส์,ท้าวสักกะ เทวาธิบดีแห่งสวรรค์ชั้นดาวดึงส์ (ศิลปะพม่า),"Thagyamin nat (spirit), th in the official pantheon of Burmese nats",,image/jpeg,818,405,True,True,True,"ดาวดึงส์ หรือ ตรัยตรึงศ์, ไตรตรึงษ์ เป็นชื่อของสวรรค์ อันสำคัญยิ่งในจักรวาลวิทยาในศาสนาพุทธ คำว่า ตฺรายสฺตฺริศ เป็นรูปคำคุณศัพท์ของคำว่า ตฺรยาสฺตฺริศต อาจแปลความหมายได้ว่า ""ที่อยู่ของเทพ 33 องค์""
สวรรค์ชั้นดาวดึงส์เป็นสวรรค์ชั้นที่ 2 จากสวรรค์ฉกามาพจรทั้ง 6 ชั้น โดยอยู่สูงขึ้นไปถัดจากสวรรค์ชั้นจาตุมหาราชิกาขึ้นไป 336,000,000 วา หรือ 168,000 กิโลเมตร ตั้งอยู่บนยอดเขาพระสุเมรุอันสูง 80,000 โยชน์ ซึ่งเป็นจุดสูงที่สุดที่ยังเชื่อมอยู่กับมนุสสภูมิหรือโลกมนุษย์ อาณาบริเวณโดยรอบ 80,000 ตารางโยชน์ มีท้าวสักกะหรือพระอินทร์เป็นผู้ปกครอง
เมืองบนสวรรค์ชั้นดาวดึงส์เป็นเมืองใหญ่ที่สร้างอย่างงดงามด้วยทองและแก้ว 7 ประการ มีเสียงดนตรีบรรเลงอยู่อย่างไพเราะ กลางเมืองดาวดึงส์มีปราสาทใหญ่ที่งดงามเป็นที่ประทับของพระอินทร์
บนสวรรค์ชั้นนี้มีอุทยานที่งดงามมากอยู่ 4 แห่ง คือ
นันทวนุทยาน หรือ สวนนันทวัน ตั้งอยู่ทางทิศตะวันออกของสวรรค์ชั้นดาวดึงส์ ในสวนด้านที่ใกล้กับตัวเมืองมีสระใหญ่ 2 สระ สระหนึ่งมีชื่อว่า สระนันทาโบกขรณี อีกสระหนึ่งมีชื่อว่า จุลนันทาโบกขรณี มีแผ่นศิลา 2 แผ่น แผ่นหนึ่งมีชื่อว่า นันทาปริถิปาสาณ อีกแผ่นหนึ่งมีชื่อว่า จุลนันทาปริถิปาสาณ เป็นศิลาที่มีรัศมีเรืองรอง เมื่อจับดูจะรู้สึกว่านิ่มเหมือนขนสัตว์"
84,id,https://id.wikipedia.org/wiki/Opel,https://upload.wikimedia.org/wikipedia/commons/b/ba/Opel_Zafira_Tourer_1.4_Turbo_ecoFLEX_Edition_%28C%29_%E2%80%93_Frontansicht%2C_15._September_2012%2C_D%C3%BCsseldorf.jpg,Opel,Jajaran mobil saat ini,Opel / Jajaran mobil saat ini,,Opel Zafira Tourer 1.4 Turbo ecoFLEX Edition (C),,image/jpeg,1724,3414,True,True,True,"Adam Opel AG adalah produsen mobil asal Jerman, yang berkantor pusat di Rüsselsheim, Hesse, Jerman, dan merupakan anak usaha dari PSA Peugeot Citroën. Opel memasarkan produknya ke Afrika, Asia, Eropa, dan Amerika Selatan. Mobil-mobil Opel juga dijual dengan merek Buick di Amerika Serikat, Kanada, Meksiko, dan Tiongkok, dengan merek Holden di Australia dan Selandia Baru, dan juga dengan merek Vauxhall di Inggris.
Opel memulai sejarahnya dari sebuah produsen mesin jahit yang didirikan oleh Adam Opel pada tahun 1862. Opel lalu mulai memproduksi sepeda pada tahun 1886 dan juga memproduksi mobil pada tahun 1899.
Bentuk usaha Opel menjadi aktiengesellschaft pada tahun 1929. Pada tahun yang sama, General Motors juga mengakuisisi mayoritas saham di Opel. Saat ini, General Motors merupakan pemilik saham tunggal di Opel. Opel pun menjadi induk usaha bagi Vauxhall dan beberapa anak usaha GM yang lain.
Selama dekade 1970an dan 1980an, model mobil Opel dan Vauxhall dirasionalisasi menjadi hanya satu model untuk dipasarkan di penjuru Eropa."
85,fil,"https://tl.wikipedia.org/wiki/Pila,_Laguna",https://upload.wikimedia.org/wikipedia/commons/1/19/Ph_locator_laguna_pila.svg,"Pila, Laguna",,"Pila, Laguna",Mapa ng Laguna na nagpapakita sa lokasyon ng Pila,,,image/svg+xml,251,301,True,True,True,"Ang Bayan ng Pila ay ika-4 na klaseng bayan sa lalawigan ng Laguna, Pilipinas. Ayon sa 2015 senso, ito ay may populasyon na 50,289 sa may 11,326 na kabahayan.
Lugar ang bayan ng Pila ng mga bahay bato na nagawa pa noong panahon ng mga Kastila at ang Lumang Simbahan ng Santo Antonio ng Padua, ang kauna-unahanga simbahang Antonino sa Pilipinas."
86,fil,https://tl.wikipedia.org/wiki/Dami%C3%A1n_Domingo,https://upload.wikimedia.org/wikipedia/commons/9/93/Pasqual_Enrile_y_Alcedo.png,Damián Domingo,Mga Pinta ni Damián Domingo,Damián Domingo / Mga Pinta ni Damián Domingo,,English: 1832 Portrait of Governor General Pasqual Enrile y Alcedo (1772-1836). By Spanish colonial Filipino artist Damián Domingo (1790 -1832). Oil on ivory sheet,,image/png,514,385,True,True,True,Si Damián Domingo y Gabor ay isang Pilipinong pintor. Itinatag ni Domingo ang opisyal na Akademya ng Sining ng Pilipinas sa kanyang tahanan sa Tondo noong 1821.
87,war,https://war.wikipedia.org/wiki/Cyclocheilichthys_enoplus,https://upload.wikimedia.org/wikipedia/commons/4/41/Cyclocheilichthys_enoplos_Bleeker.jpg,Cyclocheilichthys enoplus,,Cyclocheilichthys enoplus,,English: Cyclocheilichthys enoplos,,image/jpeg,880,1537,True,True,True,"An Cyclocheilichthys enoplus in uska species han Actinopterygii nga syahan ginhulagway ni Pieter Bleeker hadton 1850. An Cyclocheilichthys enoplus in nahilalakip ha genus nga Cyclocheilichthys, ngan familia nga cyprinidae. Ginklasipika han IUCN an species komo diri gud kababarak-an. Waray hini subspecies nga nakalista."
88,vi,https://vi.wikipedia.org/wiki/Ba_Ch%C3%BAc,https://upload.wikimedia.org/wikipedia/vi/2/26/C%C3%A2y_d%E1%BA%A7u_300_tu%E1%BB%95i_-_n%C3%BAi_T%C6%B0%E1%BB%A3ng_-_Ba_Ch%C3%BAc_-_An_Giang.JPG,Ba Chúc,,Ba Chúc,"Cây dầu 300 năm tuổi ở núi Tượng, thị trấn Ba Chúc, một trong những địa điểm nổi tiếng nhất của thị trấn","Tập tin này ở phạm vi công cộng, vì Tôi sáng tạo ra toàn bộ tác phẩm Đề nghị đảm bảo lý đo đưa ra phía trên là hợp lệ!Chú ý: nếu có thể sử dụng một trong các giấy phép đã có sẵn, hãy sử dụng nó.",,image/jpeg,2112,2816,True,True,True,"Ba Chúc là một thị trấn thuộc huyện Tri Tôn, tỉnh An Giang, Việt Nam."
89,fil,https://tl.wikipedia.org/wiki/Sinacaban,http://upload.wikimedia.org/wikipedia/commons/d/d0/Ph_locator_misamis_occidental_sinacaban.png,Sinacaban,,Sinacaban,Mapa ng Misamis Occidental na nagpapakita sa lokasyon ng Sinacaban.,English: Map of the Misamis Occidental showing the location of Sinacaban,Mapa ng Misamis Occidental na nagpapakita sa lokasyon ng Sinacaban.,image/png,350,300,True,True,True,"Ang Bayan ng Sinacaban ay isang ika-5 klaseng bayan sa lalawigan ng Misamis Occidental, Pilipinas. Ayon sa 2015 senso, ito ay may populasyon na 18,391 sa may 4,088 na kabahayan."
90,id,https://id.wikipedia.org/wiki/Melaka,http://upload.wikimedia.org/wikipedia/commons/0/07/Malacca_in_Malaysia.svg,Melaka,,Melaka,   Melaka di    Malaysia,,,image/svg+xml,457,1200,True,True,True,"Melaka merupakan salah satu negara bagian di Malaysia.
Pada tahun 2008, Melaka dinyatakan oleh UNESCO sebagai Bandar Warisan Dunia. Negeri Melaka dinyatakan sebagai 'Melaka Maju' pada 20.10.2010 pada jam 20:10 di Stadion Hang Jebat yang disempurnakan oleh Perdana Menteri Malaysia langsung dari Putra World Trade Centre, Kuala Lumpur. Melaka juga dinyatakan sebagai Negeri Bandar Teknologi Hijau. Negeri ini memiliki penduduk yang cukup berpendidikan tinggi, dengan tingkat literasi remaja 99,5% seperti yang dilaporkan oleh Laporan Tujuan Pembangunan Millennium 2015. Pada 2016, Melaka menjadi tempat teraman untuk tinggal di Malaysia. Tingkat jenayah indeks negeri turun 15,5 persen pada tahun 2017 dengan 3.096 kasus tercatat dibandingkan dengan 3.663 pada tahun 2016. Laporan Sosioekonomi Negeri 2017 yang diterbitkan pada 26 Juli 2018 melaporkan bahwa Melaka adalah negara yang mencatat tingkat pengangguran terendah pada tahun 2017 dengan hanya 1,0 persen.
Walaupun merupakan negeri pertama mendirikan kesultanan Melayu, Melaka kini tidak mempunyai seorang sultan, sebaliknya negeri ini diketuai oleh seorang Tuan Yang Terutama Negeri."
91,id,https://id.wikipedia.org/wiki/Sumatra_Barat,https://upload.wikimedia.org/wikipedia/commons/3/37/Masjid_Jami_Koto_Marapak.JPG,Sumatra Barat,Kependudukan,Sumatra Barat / Kependudukan,Masjid Jami di Agam,"English: Masjid Jami Koto Marapak mosque, at Koto Marapak village, Kenagarian Lambah, Kecamatan IV. Angkat Candung, Kabupaten Agam, Bukittinggi, West Sumatra, Indonesia",,image/jpeg,2736,3648,True,True,True,"Sumatra Barat adalah sebuah provinsi di Indonesia yang terletak di Pulau Sumatra dengan Padang sebagai ibu kotanya. Provinsi Sumatra Barat terletak sepanjang pesisir barat Sumatra bagian tengah, dataran tinggi Bukit Barisan di sebelah timur, dan sejumlah pulau di lepas pantainya seperti Kepulauan Mentawai. Dari utara ke selatan, provinsi dengan wilayah seluas 42.297,30 km² ini berbatasan dengan empat provinsi, yakni Sumatra Utara, Riau, Jambi, dan Bengkulu.
Sumatra Barat adalah rumah bagi etnis Minangkabau, walaupun wilayah adat Minangkabau sendiri lebih luas dari wilayah administratif Provinsi Sumatra Barat saat ini. Provinsi ini berpenduduk sebanyak 4.846.909 jiwa dengan mayoritas beragama Islam. Provinsi ini terdiri dari 12 kabupaten dan 7 kota dengan pembagian wilayah administratif sesudah kecamatan di seluruh kabupaten dinamakan sebagai nagari."
92,id,https://id.wikipedia.org/wiki/Gereja_Protestan_Maluku,https://upload.wikimedia.org/wikipedia/commons/d/de/Infografis_GPI.jpg,Gereja Protestan Maluku,Tentang Gereja,Gereja Protestan Maluku / Tentang Gereja,"Bagan pemekaran GPI yang menghasilkan berbagai gereja mandiri di Indonesia, antara lain GPM.",Bahasa Indonesia: Infografis mengenai perkembangan de Protestansche Kerk in Nederlansch-Indie menjadi Gereja Protestan Indonesia dan Gereja - Gereja Bagian Mandiri English: The infographics on the development of de Protestansche Kerk in Nederlandsch-Indie into Gereja Protestan Indonesia and the respected Individual part Churches,,image/jpeg,1024,724,True,True,True,"Gereja Protestan Maluku merupakan salah satu gereja di Indonesia yang beraliran Protestan Reformasi atau Calvinis. GPM berdiri di Ambon, Maluku pada tanggal 6 September 1935. Tanggal ini kemudian diperingati sebagai hari kelahiran GPM. GPM memandirikan dirinya dari Gereja Protestan di Indonesia atau Indische Kerk sebagai bentuk kemandirian gereja."
93,war,https://war.wikipedia.org/wiki/Pinus_wangii,https://upload.wikimedia.org/wikipedia/commons/8/88/Pinus_wangii_-_Kunming_Botanical_Garden_-_DSC02739.jpg,Pinus wangii,,Pinus wangii,,"Pinus wangii specimen in the Kunming Botanical Garden, Kunming, Yunnan, China.",,image/jpeg,4320,3240,True,True,True,"An Pinus wangii in uska species han Plantae in nahilalakip ha punoan nga Tracheophyta, ngan nga ginhulagway ni H. H. Hu ngan Wan Chun Cheng. An Pinus wangii in nahilalakip ha genus nga Pinus, ngan familia nga Pinaceae. Ginklasipika han IUCN an species komo nangangarat-an. Waray hini subspecies nga nakalista."
94,fil,https://tl.wikipedia.org/wiki/Kabugao,https://upload.wikimedia.org/wikipedia/commons/6/62/Dibagat_river.JPG,Kabugao,,Kabugao,,"River in barangay of Dibagat, in Kabugao, Apayao province, Philippines.",,image/jpeg,1544,2080,True,True,True,"Ang Bayan ng Kabugao ay isang bayan, sa lalawigan ng Apayao, Pilipinas. Ito rin ang kabisera ng lalawigan. Ayon sa 2015 senso, ito ay may populasyon na 15,537 sa may 3,130 na kabahayan."
95,vi,https://vi.wikipedia.org/wiki/Populus_ciliata,https://upload.wikimedia.org/wikipedia/commons/e/e8/Safeda_3.jpg,Populus ciliata,,Populus ciliata,,മലയാളം: സഫേദ ഒരു ദൃശ്യം.,,image/jpeg,1844,1383,True,True,True,Populus ciliata là một loài thực vật có hoa trong họ Liễu. Loài này được Wall. ex Royle miêu tả khoa học đầu tiên năm 1839.
