,language,page_url,image_url,page_title,section_title,hierarchical_section_title,caption_reference_description,caption_attribution_description,caption_alt_text_description,mime_type,original_height,original_width,is_main_image,attribution_passes_lang_id,page_changed_recently,context_page_description
69,id,https://id.wikipedia.org/wiki/KRL_Commuter_Line,https://upload.wikimedia.org/wikipedia/commons/6/67/KRL_203-106F_BOO106_10-car.jpg,KRL Commuter Line,KRL eks JR East,KRL Commuter Line / Armada KRL / KRL AC / KRL eks JR East,,"English: 10-car former JR East Joban Line 203 series set 66 of Matsudo depot, now KCJ set 106 of Bogor depot at Depok Station in West Java, Indonesia, July 2017. Previously an 8-car set since its arrival in Indonesia in 2011, it was reformed as a 10-car set in April 2017 by adding cars 203-1 and 202-1 from fellow former set 51. Bahasa Indonesia: Rangkaian KRL seri 203 dengan formasi 10 kereta, nomor rangkaian BOO106 di Stasiun Depok di Jawa Barat, Indonesia, pada bulan Juli 2017. Sebelumnya berformasi 8 kereta sejak kedatangannya di Indonesia di tahun 2011, rangkaian ini dimodifikasi menjadi 10 kereta pada bulan April 2017 dengan menambahkan kereta 203-1 dan 202-1 dari rangkaian BOO1.",,image/jpeg,1050,1867,True,True,True,"KRL Commuter Line yang juga dikenal sebagai KRL Jabodetabek adalah layanan kereta rel listrik komuter yang dioperasikan oleh PT Kereta Commuter Indonesia, anak perusahaan dari PT Kereta Api Indonesia. KRL telah beroperasi di wilayah Jakarta sejak tahun 1925, hingga kini melayani rute komuter di wilayah DKI Jakarta, Kota Depok, Kota Bogor, Kabupaten Bogor, Kota Bekasi, Kabupaten Bekasi, Kabupaten Lebak, Kota Tangerang, dan Kota Tangerang Selatan."
70,id,https://id.wikipedia.org/wiki/Kalaripayattu,http://upload.wikimedia.org/wikipedia/commons/d/d2/Vaalum-parichayum.jpeg,Kalaripayattu,,Kalaripayattu,Kalaripayattu,English: Vaalum-parichayum,,image/jpeg,409,405,True,True,True,"Kalaripayattu adalah seni bela diri India yang berasal dari zaman modern Kerala. Kalaripayattu sangat dihormati oleh para seniman bela diri karena sejarah panjangnya dalam seni bela diri India. Ini diyakini seni bela diri tertua yang masih ada di India. Ia juga dianggap sebagai salah satu seni bela diri tertua yang masih ada, dengan asal-usulnya dalam garis waktu seni bela diri yang berasal setidaknya dari abad ke-3 SM.
Kalaripayattu juga disebutkan dalam balada Vadakkan Pattukal yang ditulis tentang Chekavar dari wilayah Malabar di Kerala. Penulis Arnaud Van Der Veere menganugerahkan asal mula seni bela diri ke India, yang ia sebut Kalaripayattu sebagai ""Ibu dari Semua Seni Bela Diri"". Kalaripayattu adalah seni bela diri yang dirancang untuk medan perang kuno, dengan senjata dan teknik bertarung yang unik di India."
71,id,https://id.wikipedia.org/wiki/Anna_M._M._Vetticad,https://upload.wikimedia.org/wikipedia/commons/b/b3/Anna_Vetticad.jpg,Anna M. M. Vetticad,,Anna M. M. Vetticad,"Jurnalis dan kritikus film populer Anna M M Vetticad pada pertemuan nasional ke-15 yang diselenggarakan oleh The Network of Women in Media, India pada Februari 2020","English: Popular journalist and film critic Anna M M Vetticad at the 15th national meeting organised by The Network of Women in Media, India on February 2020 in Bengaluru, India.",,image/jpeg,4032,3024,True,True,True,"Anna M. M. Vetticad adalah seorang kritikus film dan jurnalis asal India. Ia telah masuk bidang jurnalisme sejak 1994. Vetticad juga memandu acara wawancaranya sendiri, Star Trek, di Headlines Today. Anna mengekspresikan pandangannya tentang industri film dan rasisme di Utara dan Selatan India."
72,war,https://war.wikipedia.org/wiki/Sugbongcogon,https://upload.wikimedia.org/wikipedia/commons/c/c6/Ph_locator_misamis_oriental_sugbongcogon.png,Sugbongcogon,,Sugbongcogon,,English: Map of the Misamis Oriental showing the location of Sugbongcogon,Mapa han Misamis Oriental nga nagpapakita kon hain nahamutangan an Sugbongcogon,image/png,250,300,True,True,True,"An Sugbongcogon usa nga ikalima nga klase nga bungto ha lalawigan o probinsya han Misamis Oriental ha Pilipinas. Sumala han census han tuig 2000, mayda ini populasyon nga 7,362 ka tawo ha 1,321 nga panimalay."
73,vi,https://vi.wikipedia.org/wiki/Paphiopedilum_fowliei,https://upload.wikimedia.org/wikipedia/commons/5/55/Paphiopedilum_fowliei.jpg,Paphiopedilum fowliei,,Paphiopedilum fowliei,Paphiopedilum fowliei,English: Paphiopedilum,,image/jpeg,450,600,True,True,True,"Paphiopedilum fowliei là một loài lan thuộc Chi Lan hài, Họ Lan. Đây là thực vật đặc hữu Palawan, Philipin. Môi trường sinh sống của chúng ở vùng bán nhiệt đới và nhiệt đới, vùng đất thấp ẩm. Chúng đang bị đe doạ do mất môi trường sinh sống."
74,id,https://id.wikipedia.org/wiki/Kailan,https://upload.wikimedia.org/wikipedia/commons/9/90/Gailan.jpg,Kailan,,Kailan,Sebatang kailan,"中文: 超市上買到的芥蘭 Bahasa Indonesia: Sebatang kailan English: A gailan from supermarket. Mustard orchid, Chinese broccoli or Chinese kale. Though this is not garden fresh, it is only two days old from the supermarket. It looks a little withered. This is about 10"" long",,image/jpeg,640,480,True,True,True,"Kailan adalah sayuran yang berdaun tebal, datar, mengkilap, berwarna hijau, dengan batang tebal dan sejumlah kecil kepala bunga berukuran kecil hampir vestigial mirip dengan bunga pada brokoli. Kailan termasuk dalam spesies yang sama dengan brokoli dan kembang kol, yaitu Brassica oleracea.
Kailan sering digunakan dalam masakan Tionghoa, dan terutama dalam masakan Kanton. Sayur ini lazim ditumis dengan bumbu jahe dan bawang putih, atau direbus dan dihidangkan dengan saus tiram. Daun maupun batang kailan dapat dimakan, biasanya dipotong-potong kecil sebelum dimasak.
Nama kailan atau gai-lan merupakan pelafalan dalam bahasa Kanton."
75,fil,https://tl.wikipedia.org/wiki/Maynila,https://upload.wikimedia.org/wikipedia/commons/e/e0/Ph_locator_ncr_manila.png,Maynila,,Maynila,Mapa ng Kalakhang Maynila na inilalarawan ng kinalalagyan ng Maynila.,"English: Locator map of Manila in Metro Manila, Philippines.",Mapa ng Kalakhang Maynila na inilalarawan ng kinalalagyan ng Maynila.,image/png,352,300,True,True,True,"Ang Lungsod ng Maynila, kilala bilang Maynila, ay ang punong lungsod ng Pilipinas. Ito ang lungsod na may pinakamakapal na dami ng tao sa buong mundo. Ito ang kauna-unahang lungsod na kinikilala ayon sa Philippine Commission Act 183 na ipinasa noong ika-13 ng Hulyo, 1901 at naging awtonomo nang maipasa ang Batas Republika Blg. 409 o ang ""Revised Charter of the City of Manila"" noong ika-18 ng Hunyo, 1949.
Ayon sa 2015 senso, ito ay may populasyon na 1,780,148 sa may 409,987 na kabahayan.
Ang lungsod na ito ay nasa baybayin ng Look ng Maynila na nasa kanlurang bahagi ng Pambansang Punong Rehiyon na nasa kanlurang bahagi ng Luzon. Isa ito sa mga sentro ng negosyo ng umuunlad na kalakhang pook na tinitirhan ng humigit sa 19 na milyong katao.
Ang Maynila, na sumasakop ng 42.88 na kuwadrado ng kilometro, ay ang pangalawang pinakamalaking lungsod ng Pilipinas, na may humigit-kumulang na 1.6 milyong kataong naninirahan. Mas matao nga lang ang lungsod Quezon na dating punong lungsod ng bansa. Ang kalakhang pook ay ang pangalawang pinakamalaki sa Timog-silangang Asya."
76,ceb,https://ceb.wikipedia.org/wiki/Cymbirhynchus_macrorhynchos,https://upload.wikimedia.org/wikipedia/commons/0/0e/Museo_de_la_Naturaleza_de_Cantabria_%28210%29.jpg,Cymbirhynchus macrorhynchos,,Cymbirhynchus macrorhynchos,,P1010351,,image/jpeg,768,1024,True,True,True,Espesye sa langgam nga una nga gihulagway ni Gmelin ni adtong 1788 ang Cymbirhynchus macrorhynchos. Ang Cymbirhynchus macrorhynchos sakop sa kahenera nga Cymbirhynchus sa kabanay nga Eurylaimidae. Giklaseklase sa IUCN ang espesye sa kinaminosang kalabotan.
77,ceb,https://ceb.wikipedia.org/wiki/Naja_samarensis,https://upload.wikimedia.org/wikipedia/commons/b/bc/Naja_samarensis.jpg,Naja samarensis,,Naja samarensis,,Naja samarensisEnglish: Samar cobra,,image/jpeg,787,532,True,True,True,Espesye sa bitin ang Naja samarensis. Una ning gihulagway ni Peters 1861. Ang Naja samarensis sakop sa kahenera nga Naja sa kabanay nga Elapidae. Giklaseklase sa IUCN ang espesye sa kinaminosang kalabotan. Pagka karon wala pay siak nga nalista ubos niini niya.
78,id,https://id.wikipedia.org/wiki/Raphael_Botti,https://upload.wikimedia.org/wikipedia/commons/1/14/Raphael_Botti.jpg,Raphael Botti,,Raphael Botti,,Raphael Botti,,image/jpeg,312,400,True,True,True,Raphael Botti adalah pemain sepak bola asal Brasil.
79,id,https://id.wikipedia.org/wiki/Borobudur,http://upload.wikimedia.org/wikipedia/commons/6/6d/Borobudur_Lion_Guardian.jpg,Borobudur,Struktur bangunan,Borobudur / Arsitektur / Struktur bangunan,Arca singa penjaga gerbang,"English: One of four pairs of Lion gate guardian stone statue in Borobudur, Central Java.",,image/jpeg,1080,888,True,True,True,"Borobudur adalah sebuah candi Buddha yang terletak di Borobudur, Magelang, Jawa Tengah, Indonesia. Candi ini terletak kurang lebih 100 km di sebelah barat daya Semarang, 86 km di sebelah barat Surakarta, dan 40 km di sebelah barat laut Yogyakarta. Candi berbentuk stupa ini didirikan oleh para penganut agama Buddha Mahayana sekitar tahun 800-an Masehi pada masa pemerintahan wangsa Syailendra. Borobudur adalah candi atau kuil Buddha terbesar di dunia, sekaligus salah satu monumen Buddha terbesar di dunia.
Monumen ini terdiri atas enam teras berbentuk bujur sangkar yang di atasnya terdapat tiga pelataran melingkar, pada dindingnya dihiasi dengan 2.672 panel relief dan aslinya terdapat 504 arca Buddha. Borobudur memiliki koleksi relief Buddha terlengkap dan terbanyak di dunia. Stupa utama terbesar teletak di tengah sekaligus memahkotai bangunan ini, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang di dalamnya terdapat arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra Dharmachakra mudra."
80,jv,https://jv.wikipedia.org/wiki/Tumpeng,https://upload.wikimedia.org/wikipedia/commons/2/27/Tumpeng-Jawa.jpg,Tumpeng,,Tumpeng,Sego Tumpeng,"English: This is a picture of a Javanese yellow rice 'cake'. Made by and courtesy of Taufik Thoyib and Joyce from the toko Oostersch Huisje, The Hague, Holland.",,image/jpeg,480,640,True,True,True,"Tumpeng iku cara nyuguhaké sega lan lawuh sajeroning wangun bucu; amarga saka iku banjur diarani sega tumpeng. Olahan sega kang dianggo lumrahé wujud sega kuning, sanadyan kerep uga digunakaké sega putih biyasa utawa sega uduk. Cara nyuguhaké sega iki mligi Jawa utawa masarakat Betawi katurunan Jawa lan racaké disuguhaké wektu kenduri utawa prayaan mèngeti kadadéan wigati. Sanajan mangkono, masarakat Indonésia wis ngenal kagiyatan iki kanthi umum.
Tumpeng uga diarani tumpukan sega kang padhet. Tumpeng dhapuré kerucut. Wujud kerucut duwé filosofi pangarep-arep supaya urip saya munggah lan dhuwur ing bab drajat, pangkat, lan martabat.
Tumpeng tau didhaku dadi duwèkké Malaysia. Déné pangan liyané kang uga diklai ya iku kupat, cendol, lan rendang.
Tumpeng kanggo ubarampé upacara ingkang sipatipun seneng utawa suka uga sedhih.
Ing acara ritual, tumpeng lumrahé dihias karo sayuran lan iwak kang duwé teges kang sakral lan duwé pralambang lan pangarep-arep.
Tumpeng dhapuré kerucut lan ditata ing wadhah utawa tampah kang diléméki godhong gedhang. Tumpeng manggoné ing tengah lan diubengi lauk lan sayur.
Jaman biyèn tumpeng wernané putih, nanging supaya katon éndah tumpeng banjur diwernani."
81,ceb,"https://ceb.wikipedia.org/wiki/Santa_Cruz,_Laguna",https://upload.wikimedia.org/wikipedia/commons/7/76/Santa_Cruz_Laguna.jpg,"Santa Cruz, Laguna",Mga barangay,"Santa Cruz, Laguna / Mga barangay",Palengke ng Santa Cruz,English: Santa Cruz Laguna Philippines viewed from Regidor Street,,image/jpeg,480,640,True,True,True,"Ang Santa Cruz maoy lungsod sa lalawigan sa Laguna sa Pilipinas. Ang Santa Cruz primira klaseng municipalidad nahimutang sa probensya sa Laguna. Adunay kinatibok-an gidak-on nga 38.59 kilometros quadrado ug nahimutang saikaupat nga distrito.
Sumala sa census ni acting 2015, dunay 117,605 katawo. Ang gitudlo nga kodigo postal mao ang 4009."
82,vi,https://vi.wikipedia.org/wiki/B%E1%BA%AFc_Trung_B%E1%BB%99,http://upload.wikimedia.org/wikipedia/commons/0/08/Phongnhatourism.jpg,Bắc Trung Bộ,Tổng hợp hình ảnh các tỉnh thành Bắc Trung Bộ,Bắc Trung Bộ / Tổng hợp hình ảnh các tỉnh thành Bắc Trung Bộ,,"Boats for tourists in Phong Nha-Ke Bang, Vietnam",,image/jpeg,2304,3072,True,True,True,"Bắc Trung Bộ là phần phía bắc của Trung Bộ Việt Nam có địa bàn từ phía nam Ninh Bình tới phía bắc Đèo Hải Vân. Vùng Bắc Trung Bộ là một trong 7 vùng kinh tế được Chính phủ giao lập quy hoạch tổng thể kinh tế xã hội.
Về mặt quốc phòng thì các tỉnh này do Bộ Tư lệnh, Quân khu 4 trách nhiệm và quản lý."
83,vi,https://vi.wikipedia.org/wiki/Albizia_lebbeck,https://upload.wikimedia.org/wikipedia/commons/d/d1/Albizia_lebbeck_pods.JPG,Albizia lebbeck,Hình ảnh,Albizia lebbeck / Hình ảnh,,"English: Albizia lebbeck pods at Fatehpur in Sikar district Rajasthan,India",,image/jpeg,1536,2048,True,True,True,Albizia lebbeck là một loài thực vật có hoa trong họ Đậu. Loài này được Benth. miêu tả khoa học đầu tiên.
84,jv,https://jv.wikipedia.org/wiki/Lesmana,http://upload.wikimedia.org/wikipedia/commons/0/04/COLLECTIE_TROPENMUSEUM_Wajang_kulit_pop_voorstellende_Raden_Lesmana_TMnr_8-253.jpg,Lesmana,,Lesmana,,"English: Shadow puppet representing Raden Lesmana Nederlands: Wajangpop. Lesmana komt in meerdere verhalen voor en is daarin meestal de ongelukkige minnaar. Hij wordt voorgesteld als onbeduidend zwak en lafhartig. Omdat hij de zoon van Durjadasa is, stelt hij enigszins nog wat voor.. Wajang kulit pop, voorstellende Raden Lesmana Unknown language: Wayang Kulit Purwa",Lesmana,image/jpeg,713,800,True,True,True,"Lesmana utawa Laksmana iki rayiné Prabu Rama kang setya ndhèrèkaké kangmasé rikala Prabu Rama kasébrataké menyang wana Dandaka. Alas kang wingit kepati paribasan Sato mara sato mati janma mara kapiluyu.
Papaning para jim, sétan lan dununging para raseksa. Ya ing wana Dandhaka iki Dèwi Sinta garwané Prabu Rama Cinidra déning Prabu Dasamuka awit krenahing abdiné Prabu Dasamuka kang aran Kala Marica kang malih maujud dadi kidang kencana saperlu nggora godha Dèwi Sinta. Sang Dewi kapilu marang kaéndahané kidang Kencana nganti lali purwa duksina manawa teteluné lagi ana madyaning alas kang gawat kaliwat. Kidang musna lan Sang Dèwi aminta ingkang raka Prabu Rama supaya arsa ambujung nganti kacandhak arsa kanggo klangenan. Sadurungé tindak Prabu Rama dhawuh ingkang rayi Radèn Lesmana anjaga kasugengané ingkamg mbakyu Rakyan Sinta. Sauwisa sawatara wektu sanalika ana swara sambat-sambat ngarih-arih njaluk pitulung kang amadhani swarané Prabu Rama.
Awit saka kuwatiré Dèwi Sinta paring dhawuh énggal-énggal budhal saperlu asung pitulung marang ingkang garwa mangka ing satemené swara iku mung apus krama saka swarané Kala Marica."
85,jv,https://jv.wikipedia.org/wiki/Jeon_Jung-kook,https://upload.wikimedia.org/wikipedia/commons/8/8c/Signature_of_BTS%27_Jungkook.png,Jeon Jung-kook,,Jeon Jung-kook,,English: Signature of Jungkook (Jeon Jungkook) Español: La firma de Jungkook (Jeon Jungkook),,image/png,381,665,True,True,True,"Jeon Jeong-guk utawa dikenal kanthi jeneng panggung Jungkook yaiku penyanyi lan anggota saka band lanang Korea Kidul BTS utawa Bangtan Boys, utawa bisa uga diarani Beyond The Scene, sing dibentuk déning perusahaan Big Hit Entertainment ing taun 2013. Dhapukané dhèwèké yaiku penyanyi utama, penari utama, sub-rapper, lan tengah. Jeon Jungkook lair ing Busan, Korea Kidul tanggal 1 Sèptèmber 1997 lan duwé sedulur tuwa sing jenengé Jeon Junghyun.
Jungkook wis tau audisi kanggo Superstar K nanging ora berhasil. Sawisé audisi, Jungkook diinceng karo agénsi-agénsi liya, nanging dhèwèké milih Big Hit Entertainment sawisé ndeleng Rap Monster nge-rap. Jungkook seneng banget karo G-Dragon, anggota saka band lanang Big Bang, amarga lagu Heartbreaker. Dhèwèké uga dadi penggemar saka penyanyi wanita Korèa IU, Justin Bieber lan Charlie Puth. Jungkook wis tau nyanyi nga-cover Charlie Puth lan Selena Gomez duèt kanthi irah-irahan We Don't Talk Anymore sing dhèwèké nyanyi kanthi rong vèrsi, yaiku vèrsi solo lan duèt karo Jimin."
86,id,https://id.wikipedia.org/wiki/Kota_Semarang,http://upload.wikimedia.org/wikipedia/commons/2/26/Loenpia_Semarang_with_sauce.JPG,Kota Semarang,Jajanan,Kota Semarang / Kuliner / Jajanan,Lunpia Semarang,"English: Semarang Lumpia with sauce Bahasa Indonesia: Lumpia Semarang, basah dan goreng berikut saus dalam kantong plastik 日本語: 本場スマランの春巻き",,image/jpeg,2136,2848,True,True,True,"Kota Semarang adalah ibu kota Provinsi Jawa Tengah, Indonesia sekaligus kota metropolitan terbesar kelima di Indonesia sesudah Jakarta, Surabaya, Medan, dan Bandung. Sebagai salah satu kota paling berkembang di Pulau Jawa, Kota Semarang mempunyai jumlah penduduk lebih dari 1,7 juta jiwa dan siang hari bisa mencapai 2 juta jiwa. Kawasan mega-urban Semarang yang tergabung dalam wilayah metropolitan Kedungsepur berpenduduk mencapai 7,3 juta jiwa, sekaligus sebagai wilayah metropolitan terpadat keempat, setelah Jabodetabek, Gerbangkertosusilo, dan Bandung Raya. Dalam beberapa tahun terakhir, perkembangan Semarang yang signifikan ditandai pula dengan munculnya beberapa gedung pencakar langit yang tersebar di penjuru kota. Perkembangan regional ini menunjukan peran strategis Kota Semarang terhadap roda perekonomian nasional.
Kota Semarang dipimpin oleh wali kota Hendrar Prihadi, S.E, M.M dan wakil wali kota Ir. Hj. Hevearita Gunaryanti Rahayu. Kota ini terletak sekitar 558 km sebelah timur Jakarta, atau 312 km sebelah barat Surabaya, atau 621 km sebalah barat daya Banjarmasin."
87,vi,"https://vi.wikipedia.org/wiki/Santa_Cruz,_Laguna",https://upload.wikimedia.org/wikipedia/commons/3/3a/SantaCruz_Large.thumbnail.jpg,"Santa Cruz, Laguna",,"Santa Cruz, Laguna",,"English: Seal of Santa Cruz, Laguna","Official seal of Santa Cruz, Laguna",image/jpeg,160,160,True,True,True,"Santa Cruz là một đô thị cấp 1 ở tỉnh Laguna, Philippines. Đây là thủ phủ của tỉnh Laguna. Theo điều tra dân số năm 2007 của Philipin, đô thị này có dân số 101.914 người."
88,war,https://war.wikipedia.org/wiki/Sagittaria_pygmaea,https://upload.wikimedia.org/wikipedia/commons/7/70/Sagittaria_pygmaea.JPG,Sagittaria pygmaea,,Sagittaria pygmaea,,English: Sagittaria pygmaea 日本語: ウリカワ,,image/jpeg,1824,2435,True,True,True,"An Sagittaria pygmaea in uska species han Liliopsida nga ginhulagway ni Friedrich Anton Wilhelm Miquel. An Sagittaria pygmaea in nahilalakip ha genus nga Sagittaria, ngan familia nga Alismataceae. Ginklasipika han IUCN an species komo diri gud kababarak-an. Waray hini subspecies nga nakalista."
89,id,https://id.wikipedia.org/wiki/Kepulauan_Batu,https://upload.wikimedia.org/wikipedia/commons/d/d7/COLLECTIE_TROPENMUSEUM_Woonhuizen_in_een_dorp_op_Poelau_Telo_TMnr_60034995.jpg,Kepulauan Batu,,Kepulauan Batu,"Rumah masyarakat di Pulau Tello, 1922.",Nederlands: Foto. Woonhuizen in een dorp op Poelau Telo,,image/jpeg,520,700,True,True,True,"Kepulauan Batu adalah sebuah kepulauan yang terletak di sebelah barat Pulau Sumatra, antara Pulau Nias dan Kepulauan Mentawai. Kepulauan Batu termasuk ke dalam daerah Kabupaten Nias Selatan, Provinsi Sumatra Utara. Kepulauan Batu terbagi menjadi tujuh kecamatan di bawah Kabupaten Nias Selatan yaitu:
Hibala
Pulau-pulau Batu
Pulau-pulau Batu Barat
Pulau-pulau Batu Timur
Pulau-pulau Batu Utara
Simuk
Tanah Masa
Kepulauan ini dapat diakses melalui jalur laut serta melalui jalur udara lewat Bandar Udara Lasondre."
90,ceb,"https://ceb.wikipedia.org/wiki/Mambajao,_Camiguin",http://upload.wikimedia.org/wikipedia/commons/8/88/Ph_locator_camiguin_mambajao.png,"Mambajao, Camiguin",,"Mambajao, Camiguin",,English: Map of Camiguin showing the location of Mambajao,Mapa sa Camiguin nga nagapakita kon asa nahimutangan ang Mambajao,image/png,250,300,True,True,True,"Ang Mambajao usa ka ika-upat ka klase nga lungsod sa lalawigan sa Camiguin sa Pilipinas. Sumala sa sensus sa tuig 2000, kini may populasyon nga 30,806 ka tawo sa 5,978 ka bubong."
91,vi,https://vi.wikipedia.org/wiki/Limapuluh_Koto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Lambang_Kabupaten_Lima_Puluh_Kota.png,Limapuluh Koto,,Limapuluh Koto,,"English: Lambang (Coat of Arms) of Kabupaten (Regency) Lima Puluh Kota ('50 Cities'), Provinsi Sumatera Barat (West Sumatra Province), Indonesia",Lambang Kabupaten Lima Puluh Kota,image/png,824,704,True,True,True,"Limapuluh Koto là một huyện thuộc tỉnh Tây Sumatra, Indonesia. Huyện lỵ đóng ở Sarilamak. Huyện có diện tích 3354,53 km2, sân số theo điều tra năm 2000 là 312.500 người."
92,id,https://id.wikipedia.org/wiki/Dubu,https://upload.wikimedia.org/wikipedia/commons/f/fc/Korean_cuisine-Dubu_kimchi-01.jpg,Dubu,Masakan Dubu,Dubu / Masakan Dubu,Dubu Kimchi,"Dubu kimchi (두부김치), a Korean dish consisting of pan-fried kimchi and fork assorted with parboied dubu(tofu). It is a popular anju (food for drink) in South Korea",,image/jpeg,1488,2036,True,True,True,Dubu adalah tahu Korea. Orang Korea memanfaatkan tahu untuk berbagai jenis masakan.
93,vi,https://vi.wikipedia.org/wiki/The_Fame_Ball_Tour,https://upload.wikimedia.org/wikipedia/commons/7/71/Fame_Ball_London_-_Money_Honey.jpg,The Fame Ball Tour,Tóm tắt buổi diễn,The Fame Ball Tour / Tóm tắt buổi diễn,,"English: Lady Gaga performing ""Money Honey"" on The Fame Ball Tour at Brixton Academy, London.",,image/jpeg,622,479,True,True,True,"The Fame Ball Tour là chuyến lưu diễn đầu tay của nữ ca sĩ người Mỹ Lady Gaga nhằm quảng bá cho album phòng thu đầu tay của cô, The Fame. Chuyến lưu diễn diễn ra tại 4 châu lục: Bắc Mỹ, châu Âu, châu Đại Dương và châu Á. Gaga miêu tả chuyến lưu diễn này là một cuộc tham quan bảo tàng quy mô thế giới hòa quyện với những đặc điểm nghệ thuật của sự trình diễn nhạc pop của Andy Warhol. Trong suốt chuyến lưu diễn, Gaga đã có chút tinh chỉnh về sân khấu để phù hợp với những địa điểm diễn khác nhau.
Các đêm nhạc được chia làm bốn phần nhỏ, được phân cách với nhau bằng một đoạn video chuyển tiếp. Đêm nhạc kết thúc bằng một phần encore. Danh sách tiết mục của các đêm diễn chỉ bao gồm các bài hát trong album The Fame. Gaga xuất hiện trên sân khấu với nhiều bộ trang phục mới trong suốt chương trình, đáng chú ý nhất là bộ váy được làm từ bong bóng giả bằng nhựa đồng thời biểu diễn thêm một ca khúc chưa từng được phát hành với tựa đề ""Future Love"". Một danh sách tiết mục mới với những thay đổi nhỏ đã được áp dụng sau chặng diễn tại Bắc Mỹ lần đầu tiên của chuyến lưu diễn."
94,war,https://war.wikipedia.org/wiki/Tinglayan,https://upload.wikimedia.org/wikipedia/commons/d/d1/Ph_locator_kalinga_tinglayan.png,Tinglayan,,Tinglayan,,English: Map of Kalinga showing the location of Tinglayan,Mapa han Kalinga nga nagpapakita kon hain nahamutang an Tinglayan,image/png,250,300,True,True,True,"An Tinglayan usa nga ikalima nga klase bungto ha lalawigan han Kalinga, Pilipinas. Sumala han census han tuig 2000, mayda ini populasyon nga 14,164 ka tawo ha 2,550 nga mga panimalay."
95,war,https://war.wikipedia.org/wiki/Monarcha_castus,https://upload.wikimedia.org/wikipedia/commons/5/50/Carterornis_pileatus_Smit.jpg,Monarcha castus,,Monarcha castus,,"Monarcha castus = Carterornis pileatus castus P.L.Sclater, 1883 English: Loetoe Monarch",,image/jpeg,1526,1807,True,True,True,"An Monarcha castus in uska species han Aves nga ginhulagway ni Sclater hadton 1883. An Monarcha castus in nahilalakip ha genus nga Monarcha, ngan familia nga Monarchidae. Ginklasipika han IUCN an species komo diri gud kababarak-an. Waray hini subspecies nga nakalista."
96,vi,https://vi.wikipedia.org/wiki/Phan_Rang_-_Th%C3%A1p_Ch%C3%A0m,https://upload.wikimedia.org/wikipedia/commons/c/ca/Ch%E1%BB%A3_TP_Phan_Rang.jpg,Phan Rang - Tháp Chàm,Hình ảnh,Phan Rang - Tháp Chàm / Hình ảnh,,"Tiếng Việt: Chợ Phan Rang ở TP Phan Rang-Tháp Chàm, tỉnh Ninh Thuận, Việt Nam.",,image/jpeg,3043,4535,True,True,True,"Phan Rang - Tháp Chàm là thành phố tỉnh lỵ của tỉnh Ninh Thuận, Việt Nam.
Tên Phan Rang được phiên âm Việt hóa của Panduranga hoặc Parang. Tên Tháp Chàm được đặt theo cụm tháp Poklong Garai phía bắc thành phố."
97,id,https://id.wikipedia.org/wiki/Ixora,https://upload.wikimedia.org/wikipedia/commons/1/14/Ixora_seeds_%28ripe%29.jpg,Ixora,Galeri,Ixora / Galeri,,English: ripe ixora seeds (red ones),,image/jpeg,1944,2592,True,True,True,"Ixora adalah genus tumbuhan berbunga di famili Rubiaceae. Ini adalah satu-satunya genus di tribus Ixoreae. Genus ini terdiri dari pohon dan semak tropis evergreen dan memiliki sekitar 562 spesies. Meskipun asli dari daerah tropis dan subtropis di seluruh dunia, pusat keragamannya ada di Asia Tropis. Ixora juga tumbuh secara umum di iklim subtropis di Amerika Serikat, seperti Florida di mana Ixora umumnya dikenal sebagai West Indian Jasmine. Nama umum lainnya termasuk viruchi, rangan, kheme, ponna, chann tanea, techi, pan, siantan, jarum-jarum/jejarum, jungle flame, jungle geranium, cruz de Malta dan lain-lain. Tanaman memiliki daun kasar, mulai dari 3 sampai 6 inci panjangnya, dan menghasilkan sekumpulan besar bunga-bunga kecil di musim panas. Ixora lebih menyukai tanah asam, dan merupakan pilihan yang cocok untuk bonsai. Tumbuhan ini juga merupakan pilihan populer untuk pagar di beberapa bagian Asia Tenggara. Dalam iklim tropis Ixora berbunga sepanjang tahun dan umumnya digunakan dalam pemujaan Hindu, serta dalam ayurveda dan pengobatan tradisional India."
