,language,page_url,image_url,page_title,section_title,hierarchical_section_title,caption_reference_description,caption_attribution_description,caption_alt_text_description,mime_type,original_height,original_width,is_main_image,attribution_passes_lang_id,page_changed_recently,context_page_description
71,vi,https://vi.wikipedia.org/wiki/Dao,https://upload.wikimedia.org/wikipedia/commons/0/00/Glass_cutter.jpg,Dao,,Dao,Dao cắt kính dùng kim cương,"Ordinary glass cutting tool. Note hardened cutting wheel, notches for snapping, and ball (on end of handle) for tapping.",,image/jpeg,338,1245,True,True,True,"Dao là một loại công cụ cầm tay có cạnh sắc gồm có lưỡi dao gắn vào chuôi dao, dùng để cắt, có nguồn gốc từ hơn 2 triệu năm trước. Dao đa số được sử dụng trong nhà bếp, làm vườn, thám hiểm.. Ngoài ra dao dùng làm vũ khí trong quân đội hoặc làm đồ dùng tự vệ cá nhân trong trường hợp khẩn cấp. Dao thường có kích thước mỏng, độ sắc cao, dùng để cắt, đâm hay chém. Ngoài ra nhiều loại dao còn có thể dùng để cưa, cắt hoa quả dày vỏ, hoặc chuôi dao còn dùng để đập phá. Trong y học dao được dùng để phẫu thuật. Ngày xưa người ta thường làm dao bằng sắt, thép, đồng, thậm chí cả bạc hay vàng.. Ngày nay lưỡi dao đa số làm từ hợp kim pha chế để tăng độ cứng và bền cho dao, chuôi dao thường được làm từ gỗ, cao su, nhựa hoặc kim loại.. Một số loại dao đắt tiền có chuôi dao và lưỡi dao liền khối, tuy nhiên chuôi dao vẫn được bọc thêm lớp bên ngoài.
Dao có nhiều loại lưỡi theo tiêu chuẩn khác nhau để dùng cho các mục đích riêng biệt.
Trong tiếng Việt, ""dao"" là một trong rất ít các danh từ chỉ đồ vật mà danh từ chỉ loại đi kèm là ""con"", thay vì ""cái""."
72,vi,https://vi.wikipedia.org/wiki/Bob_Kerrey,https://upload.wikimedia.org/wikipedia/commons/c/cc/War_Remnants_Museum_display_1745_01.JPG,Bob Kerrey,Thảm sát Thạnh Phong,Bob Kerrey / Binh nghiệp / Thảm sát Thạnh Phong,Bảng giới thiệu di chứng chiến tranh tại War Remnants Museum TP Hồ Chí Minh,"English: Display in the War Remnants Museum in Vietnamese and English, with details of the Thanh Phong raid led by Lieutenant Bob Kerry. The English text reads: ""From 8PM to 9PM February 25th, 1969, a group of Seal Rangers (one of the most selective rangers of U.S. Army) led by Lieutenant Bob Kerry reached for Hamlet 5, Thanh Phong Village, Thanh Phu District, Ben Tre Province. They cut 66 year-old Bui Van Vat and 62 year-old Luu Thi Canh's necks and pulled their three grandchildren out from their hiding place in a drain and killed two, disembowelled one. Then, these rangers moved to dug-outs of other families, shot dead 15 civilians (including three pregnant women), disembowelled a girl. The only survivor was a 12-year-old girl named Bui Thi Luom who suffered a foot injury. It was not until April 2001 that U.S. Senator Bob Kerry confessed his crime to the international public.""",,image/jpeg,5472,3648,True,True,True,"Joseph Robert ""Bob"" Kerrey là một chính trị gia người Mỹ đã từng là Thống đốc thứ 35 của tiểu bang Nebraska giai đoạn 1983-1987 và là một thượng nghị sĩ Hoa Kỳ đến từ bang Nebraska từ năm 1989 đến năm 2001. Trước khi tham gia chính trị, ông phục vụ trong chiến tranh Việt Nam với tư cách một sĩ quan hải quân SEAL Mỹ và được trao tặng Huân chương Danh dự cho anh hùng trong chiến đấu. Từ hành động mà ông đã được trao giải thưởng MOH, ông cũng bị thương nặng, nên không thể phục vụ hải quân nữa.
Kerrey là một ứng cử viên cho đề cử bầu cử Tổng thống của đảng Dân chủ vào năm 1992. Ông đã nghỉ hưu từ Thượng viện vào năm 2000 và được cựu Thống đốc và đồng thành viên đảng Dân chủ Ben Nelson thay thế. Từ năm 2001 đến 2010, ông là chủ tịch của The New School, một trường đại học ở thành phố New York. Trong tháng 5 năm 2010, ông đã được lựa chọn để trở thành người đứng đầu của Hiệp hội điện ảnh Mỹ, nhưng ông và MPAA không thể đạt được một thỏa thuận, và cựu Thượng nghị sĩ Chris Dodd của Connecticut đã được lựa chọn để thay thế.
Trong năm 2012, Kerrey tìm cách ứng cử vào ghế Thượng viện cũ của mình để kế nhiệm Ben Nelson của đảng Dân chủ đương nhiệm sắp về hưu."
73,vi,https://vi.wikipedia.org/wiki/Phalanta_phalantha,https://upload.wikimedia.org/wikipedia/commons/e/e1/Phalantha_p_larva_sec.jpg,Phalanta phalantha,Vòng đời,Phalanta phalantha / Vòng đời,,Phalantha phalantha larva,,image/jpeg,211,294,True,True,True,Phalanta phalantha là một loài bướm ngày trong họ Nymphalidae.
74,vi,https://vi.wikipedia.org/wiki/CAC/PAC_JF-17_Thunder,https://upload.wikimedia.org/wikipedia/commons/d/d7/JF-17_User_countries.png,CAC/PAC JF-17 Thunder,Các quốc gia sử dụng,CAC/PAC JF-17 Thunder / Các quốc gia sử dụng,"Các quốc gia sử dụng JF-17 Thunder. - Quốc gia hiện đang sử dụng, đang sản xuất hoặc đã đặt hàng JF-17 có màu xanh đậm. Khách hàng tiềm năng có màu xanh nhạt.","Operators of the en:JF-17 Thunder. Green: Currently in service, in production or with confirmed orders Light green: Potential customers. Own work, derivative of 400px",,image/png,625,1425,True,True,True,"Joint Fighter-17 Thunder cũng còn được gọi với tên Fighter China-1 Kiêu Long ở Trung Quốc, là một máy bay tiêm kích đa vai trò một chỗ ngồi, được phát triển bởi Trung Quốc và Pakistan. Hai chiếc đầu tiên đã được chuyển giao cho Không quân Pakistan vào 12 tháng 3 năm 2007. JF-17/FC-1 được thiết kế như một máy bay có chi phí thấp mà vẫn có thể đáp ứng được nhu cầu chiến thuật và chiến lược của Không quân Pakistan."
75,vi,https://vi.wikipedia.org/wiki/VinFast,https://upload.wikimedia.org/wikipedia/commons/5/5c/2013_Porsche_918_Spyder_development_mule_in_Monaco.jpg,VinFast,Chú thích,VinFast / Chú thích,,English: 2013 Porsche 918 Spyder development mule in Monaco www.grand-est-supercars.com.,,image/jpeg,2000,3000,True,True,True,"VinFast, tên đầy đủ là Công ty trách nhiệm hữu hạn sản xuất và Kinh doanh VinFast là một nhà sản xuất ô tô của Việt Nam được thành lập vào năm 2017, có trụ sở tại Hải Phòng do ông James Benjamin DeLuca làm giám đốc điều hành. Công ty này là một thành viên của tập đoàn Vingroup, được Phạm Nhật Vượng sáng lập. Tên công ty là viết tắt của cụm từ ""Việt Nam – Phong cách – An toàn – Sáng tạo – Tiên phong"".
VinFast đã giới thiệu các nguyên mẫu thiết kế đầu tiên được thiết kế dành riêng cho thị trường Việt Nam tại Triển lãm xe hơi Paris năm 2018 ở Pháp, gồm một chiếc xe thể thao đa dụng và một chiếc sedan. Những mẫu xe này được dự kiến ra mắt vào tháng 9 năm 2019. VF có kế hoạch sản xuất xe chạy bằng động cơ điện.
VF có một nhà máy sản xuất tại thành phố Hải Phòng, miền Bắc Việt Nam. Nhà máy có diện tích 335 hecta với tổng vốn đầu tư 3,5 tỉ USD, là một trong những dự án công nghiệp lớn nhất nước này. VF đã hợp tác công nghệ và kỹ thuật với các nhà sản xuất ô tô và linh kiện phụ tùng lớn của châu Âu như BMW, Siemens AG và Robert Bosch GmbH của Đức, công ty Magna Steyr của Áo, và hãng thiết kế Pininfarina của Ý."
76,vi,https://vi.wikipedia.org/wiki/USS_Ozbourn_(DD-846),http://upload.wikimedia.org/wikipedia/commons/c/c6/USS_Ozbourn_%28DD-846%29_with_USS_Kitty_Hawk_%28CVA-63%29_in_1963.jpg,USS Ozbourn (DD-846),,USS Ozbourn (DD-846),"Tàu khu trục USS Ozbourn (DD-846) cùng với tàu sân bay Kitty Hawk, năm 1963",The U.S. Navy destroyer USS Ozbourn (DD-846) screening the aircraft carrier USS Kitty Hawk (CVA-63) in 1963.,,image/jpeg,498,703,True,True,True,"USS Ozbourn (DD-846) là một tàu khu trục lớp Gearing được Hải quân Hoa Kỳ chế tạo vào giai đoạn cuối Chiến tranh Thế giới thứ hai. Nó là chiếc tàu chiến duy nhất của Hải quân Mỹ được đặt theo tên Binh nhì Thủy quân Lục chiến Joseph W. Ozbourn, người đã tử trận trong trận Tinian và được truy tặng Huân chương Danh dự. Hoàn tất khi chiến tranh đã sắp kết thúc, con tàu tiếp tục phục vụ trong giai đoạn Chiến tranh Lạnh, Chiến tranh Triều Tiên và Chiến tranh Việt Nam cho đến năm 1975. Nó bị bán để tháo dỡ cùng năm đó. Ozbourn được tặng thưởng hai danh hiệu Đơn vị Tuyên dương Tổng thống Hàn Quốc do thành tích phục vụ trong Chiến tranh Triều Tiên."
77,vi,https://vi.wikipedia.org/wiki/Tiliqua_scincoides,https://upload.wikimedia.org/wikipedia/commons/f/f4/Immature_eastern_blue_tongued_lizard.jpg,Tiliqua scincoides,Hình ảnh,Tiliqua scincoides / Hình ảnh,,"An immature eastern blue tounged lizard (Tiliqua scincoides) Photo taken in mid spring - the lizard is at the edge of a fennel forest in the upper gullies of Para Hills, South Australia",,image/jpeg,1130,1940,True,True,True,Tiliqua scincoides scincoides là một loài thằn lằn trong họ Scincidae. Loài này được White mô tả khoa học đầu tiên năm 1790.
78,id,https://id.wikipedia.org/wiki/Mazda_CX-3,https://upload.wikimedia.org/wikipedia/commons/e/e8/2017_Mazda_CX-3_Sport_NAV_Automatic_2.0_Front.jpg,Mazda CX-3,,Mazda CX-3,,English: 2017 Mazda CX-3 Sport NAV Automatic 2.0 Front Taken in Leamington Spa,,image/jpeg,2360,4365,True,True,True,"Mazda CX-3 adalah crossover SUV subkompak yang diproduksi di Jepang oleh Mazda. Berdasarkan platform yang sama dengan Mazda2, diungkapkan kepada publik dengan galeri foto lengkap pada 19 November 2014, dan pertama kali dipajang dua hari kemudian di Los Angeles Auto Show 2014, sebagai kendaraan produksi untuk model tahun 2016."
79,ceb,https://ceb.wikipedia.org/wiki/Chrotomys_whiteheadi,https://upload.wikimedia.org/wikipedia/commons/9/9e/Chrotomys_whiteheadi.jpg,Chrotomys whiteheadi,,Chrotomys whiteheadi,,Chrotomys whiteheadi,,image/jpeg,510,373,True,True,True,Espesye sa mangungutkut ang Chrotomys whiteheadi. Una ning gihulagway ni Thomas ni adtong 1895. Ang Chrotomys whiteheadi sakop sa kahenera nga Chrotomys sa kabanay nga ilaga. Giklaseklase sa IUCN ang espesye sa kinaminosang kalabotan. Pagka karon wala pay siak nga nalista ubos niini niya.
80,id,https://id.wikipedia.org/wiki/Real_Madrid_C.F.,https://upload.wikimedia.org/wikipedia/commons/7/7a/Escudo_Real_madrid_1931.png,Real Madrid C.F.,Evolusi lambang,Real Madrid C.F. / Lambang dan kostum / Evolusi lambang,,"English: Logo of Spanish club Real Madrid, released in 1931. It would be replaced only ten years later.",,image/png,180,180,True,True,True,"Real Madrid Club de Fútbol, umumnya dikenal sebagai Real Madrid, adalah klub sepak bola profesional yang berbasis di Madrid, Spanyol.
Didirikan pada tahun 1902 sebagai Madrid Football Club, secara tradisional mengenakan kostum kandang putih. Kata Real Spanyol dan dianugerahkan ke klub oleh Raja Alfonso XIII pada tahun 1920 bersama-sama dengan mahkota kerajaan di lambang klub. Klub ini telah memainkan pertandingan kandang di Stadion Santiago Bernabéu dengan kapasitas 85.454 di pusat kota Madrid sejak tahun 1947.
Klub ini merupakan salah satu klub sepak bola terkaya di dunia dalam hal pendapatan, senilai €757,3 juta dan total aset yang senilai €3,8 miliar di 2019. Ini adalah salah satu dari tiga klub untuk tidak pernah terdegradasi dari papan atas sepak bola Spanyol, bersama dengan Athletic Bilbao dan Barcelona. Real Madrid memiliki banyak persaingan lama, terutama El Clásico dengan Barcelona dan El Derbi madrileño dengan Atlético Madrid.
Klub ini memantapkan dirinya sebagai kekuatan utama dalam sepak bola Spanyol dan Eropa selama tahun 1950. Di dalam negeri, Klub ini juga merupakan salah satu klub terbaik abad ke-20 menurut FIFA."
81,vi,https://vi.wikipedia.org/wiki/Willem_Janszoon,https://upload.wikimedia.org/wikipedia/commons/4/4e/Gerritsz_Nueva_Guinea_1622.JPG,Willem Janszoon,Đời sống chính trị,Willem Janszoon / Đời sống chính trị,"Vịnh Vliege của Willem Janszoon, Dubbelde Rev., R. Visch và Cape Keerweer trên bờ biển Nueva Guinea trên bản đồ Thái Bình Dương của Hessel Gerritszoon, 1622.","English: Hessel Gerritszoon, Nueva Guinea on his 1622 map of the Pacific Ocean",,image/jpeg,199,362,True,True,True,"Willem Janszoon, đôi khi được viết tắt là Willem Jansz., là một hoa tiêu và thống đốc thuộc địa của Hà Lan. Janszoon phục vụ ở Đông Ấn Hà Lan trong các giai đoạn 1603 – 1611 và 1612 – 1616, bao gồm cả là thống đốc của Fort Henricus trên đảo Solor. Ông là người châu Âu đầu tiên được biết đến đã nhìn thấy bờ biển Úc trong chuyến đi 1605 - 1606 của mình."
82,vi,https://vi.wikipedia.org/wiki/B%C3%ACnh_%C4%90%E1%BB%8Bnh,https://upload.wikimedia.org/wikipedia/commons/6/69/Th%C3%A0nh_ph%E1%BB%91_Quy_Nh%C6%A1n.jpg,Bình Định,,Bình Định,Thành phố Quy Nhơn nhìn từ trên cao,Tiếng Việt: Thành phố Quy Nhơn nhìn từ khách sạn Mường Thanh,,image/jpeg,2448,3264,True,True,True,"Bình Định là một tỉnh thuộc vùng duyên hải Nam Trung Bộ Việt Nam. Tỉnh lỵ của Bình Định là thành phố cảng Quy Nhơn nằm cách thủ đô Hà Nội 1.070 km về phía Nam, cách thành phố Đà Nẵng 233 km về phía Nam và cách Thành phố Hồ Chí Minh 652 km về phía Bắc theo đường Quốc lộ 1A.
Năm 2018, Bình Định là đơn vị hành chính Việt Nam đông thứ 17 về số dân, xếp thứ 25 về Tổng sản phẩm trên địa bàn, xếp thứ 28 về GRDP bình quân đầu người, đứng thứ 43 về tốc độ tăng trưởng GRDP. Với 1.534.800 người dân, GRDP đạt 74.729 tỉ Đồng, GRDP bình quân đầu người đạt 48,69 triệu đồng, tốc độ tăng trưởng GRDP đạt 7,32%"
83,jv,https://jv.wikipedia.org/wiki/Pencak_silat,https://upload.wikimedia.org/wikipedia/commons/5/51/Tari_Perang_Nias.jpg,Pencak silat,Sejarah,Pencak silat / Sejarah,"Béla diri ingkang dipunrembakaken ing Nuswantara adhedhasar usaha pertahanan suku marang mungsuh, kadosta tarian perang Nias .","Bahasa Indonesia: Tari Perang, Nias, Indonesia",,image/jpeg,1024,666,True,True,True,"Pencak silat utawi silat inggih punika satunggaling seni béla dhiri tradisional ingkang asalipun saking Kapulauan Nuswantara. Seni béla dhiri punika kawentar wonten ing Indonésia, Malaysia, Brunéi, lan Singapura, Filipina kidul, lan Thailand kidul sarujuk kaliyan panyebaran pinten-pinten suku bangsa Nuswantara.
Awit peran pelatih saking Indonésia, Vietnam sakpunika ugi sampun gadhah pesilat-pesilat ingkang kiyat. Babon organisasi pencak silat ing Indonésia punika Ikatan Pencak Silat Indonesia. Organisasi ingkang dadi wadhah fèderasi-fèderasi pencak silat ing macem-macem nagara punika dipunsebut Persekutuan Pencak Silat Antara Bangsa, ingkang dipunsengkuyung déning Indonésia, Singapura, Malaysia lan Nagara Brunéi Darussalam.
Pencak silat punika olahraga bela dhiri ingkang mbetahaken konsèntrasi. Wonten akulturasi saking budaya Cina, agama Hindu, Budha, lan Islam sakjeroning pencak silat. Kulinanipun saben wilayah ing Indonésia gadhah aliran pencak silat ingkang khas. Upamanipun, wilayah Jawa Barat misuwur aliran Cimandé lan Cikalong, ing Jawa Tengah wonten aliran Merpati Putih lan ing Jawa Timur wonten aliran Perisai Dhiri."
84,fil,"https://tl.wikipedia.org/wiki/San_Pablo,_Laguna",https://upload.wikimedia.org/wikipedia/commons/7/7b/Ph_locator_laguna_san_pablo.svg,"San Pablo, Laguna",,"San Pablo, Laguna","Mapa ng Laguna, na nagpapakita sa Lungsod ng San Pablo.",,,image/svg+xml,251,301,True,True,True,"Ang Lungsod ng San Pablo ay isang ikalawang klaseng lungsod sa Laguna. Ito ay tinatawag rin na ""Lungsod ng Pitong Lawa"", dahil sa pitong mga lawang makikita rito, ang Sampalok, Palakpakin, Yambo, Bunot, Pandin, Muhikap at Calibato. Ito ay isa sa mga pinakamatandang lungsod sa Pilipinas. Ang Lungsod ng San Pablo ay naging bahagi ng Bay. Noong 1756, nilipat ito sa Batangas ngunit isinauli ito sa Laguna noong 1883. Noong 1940, sa bisa ng pagpasa ng Batas Komonwelt Blg. 920, naging isa ito sa mga lungsod sa Pilipinas. Ayon sa 2015 senso, ito ay may populasyon na 266,068 sa may 60,788 na kabahayan."
85,war,https://war.wikipedia.org/wiki/Convallaria_majalis,https://upload.wikimedia.org/wikipedia/commons/2/21/Convallaria_majalis_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-045.jpg,Convallaria majalis,,Convallaria majalis,,"Deutsch: Maiglöckchen. A Blühende Pflanze. 1 Einzelne Blüte; 2 dieselbe im Längsschnitt; 3 Staubblätter von der Bauch- und Rückenseite; 4 Pistill mit Narbe von oben gesehen; 5 Pistill im Querschnitt; 6 Fruchtzweig; 7 Frucht im Querschnitt; 8 Samen; 9 dieselbe im Längsschnitt. A 6, 7 natürliche Grösse. 1—5, 8, 9 vergrössert. Latina: Convallaria majalis. Русский: Ландыш майский. A — цветущее растение; 1 — цветок; 2 — то же в продольном разрезе; 3 — тычинка, вид с брюшной и спинной сторон; 4 — пестик с рыльцем, вид сверху; 5 — пестик в поперечном разрезе; 6 — цветочная стрелка с плодами (ягодами); 7 — плод (ягода) в поперечном разрезе; 8 — семена; 9 — семя в продольном разрезе.",,image/jpeg,594,457,True,True,True,"An Convallaria majalis in uska species han Liliopsida nga ginhulagway ni Carl von Linné. An Convallaria majalis in nahilalakip ha genus nga Convallaria, ngan familia nga Asparagaceae. Waray hini subspecies nga nakalista."
86,id,https://id.wikipedia.org/wiki/Pulau_Sumba,https://upload.wikimedia.org/wikipedia/commons/a/a7/KaartSoemba1925.jpg,Pulau Sumba,,Pulau Sumba,Peta Pulau Sumba tahun 1925,"Nederlands: Deze kaart is een scan uit het boek ""Tot dankbaarheid genoopt"" uitgegeven bij J.H. Kok te kampen in 1927. English: Map of Sumba (Soemba) from 1925 - scanned from Tot dankbaarheid genoopt, published by J.H. Kok in Kampen, The Netherlands in 1927",,image/jpeg,2301,2956,True,True,True,"Pulau Sumba adalah sebuah pulau di Provinsi Nusa Tenggara Timur, Indonesia. Luas wilayahnya 10.710 km², dan titik tertingginya Gunung Wanggameti. Sumba berbatasan dengan Sumbawa di sebelah barat laut, Flores di timur laut, Timor di timur, dan Australia di selatan dan tenggara. Selat Sumba terletak di utara pulau ini. Di bagian timur terletak Laut Sawu serta Samudra Hindia terletak di sebelah selatan dan barat.
Secara administratif, pulau ini termasuk wilayah Provinsi Nusa Tenggara Timur. Pulau ini sendiri terdiri dari empat kabupaten: Kabupaten Sumba Barat, Kabupaten Sumba Barat Daya, Kabupaten Sumba Tengah, dan Kabupaten Sumba Timur. Kota terbesarnya adalah Waingapu, ibu kota Kabupaten Sumba Timur. Kota tersebut juga terdapat bandar udara dan pelabuhan laut yang menghubungkan Pulau Sumba dengan pulau-pulau lainnya di Indonesia seperti Pulau Sumbawa, Pulau Flores, dan Pulau Timor.
Sebelum dikunjungi bangsa Eropa pada 1522, Sumba tidak pernah dikuasai oleh bangsa manapun. Sejak 1866, pulau ini dikuasai oleh Hindia Belanda dan selanjutnya menjadi bagian dari Indonesia.
Masyarakat Sumba secara rasial merupakan campuran dari ras Melanesia dan Austronesia."
87,id,https://id.wikipedia.org/wiki/MRT_Jakarta,https://upload.wikimedia.org/wikipedia/commons/6/65/Jakarta_MRT_train.jpg,MRT Jakarta,Armada,MRT Jakarta / Armada,,English: Jakarta MRT train,,image/jpeg,1152,4608,True,True,True,"MRT Jakarta, singkatan dari Moda Raya Terpadu Jakarta, adalah sebuah sistem transportasi transit cepat menggunakan kereta rel listrik di Jakarta. Proses pembangunan telah dimulai pada tanggal 10 Oktober 2014 dan diresmikan pada 24 Maret 2019.
Layanan MRT ini diberi nama ""Ratangga"". Kata ratangga merupakan kata bahasa Jawa Kuno yang berarti ""kendaraan beroda"" atau ""kereta"". Operator layanan ini, PT MRT Jakarta, merupakan badan usaha milik daerah yang modalnya dimiliki Pemerintah Provinsi DKI Jakarta."
88,vi,https://vi.wikipedia.org/wiki/Trimeresurus_jerdonii,https://upload.wikimedia.org/wikipedia/commons/6/6e/Protobothropsjerdonii.jpg,Trimeresurus jerdonii,,Trimeresurus jerdonii,,"English: Trimeresurus jerdonii at the San Diego Zoo, California, USA. Identified by sign as Protobothrops j.",,image/jpeg,1831,2515,True,True,True,"Trimeresurus jerdonii là một loài rắn độc sống ở Ấn Độ, Bangladesh, Myanmar, Trung Quốc, và Việt Nam. Có ba phân loài được công nhận, bao gồm một phần loài danh định."
89,id,https://id.wikipedia.org/wiki/Pranata_mangsa,https://upload.wikimedia.org/wikipedia/commons/5/5d/Orion_constellation_map.png,Pranata mangsa,Kosmografi dan klimatologi,Pranata mangsa / Kosmografi dan klimatologi,"Rasi Orion (""Waluku"", bintang bajak) merupakan pedoman penting pada pranata mangsa.","English: This is a celestial map of the constellation Orion the Hunter. It was created using the program PP3. At PP3's homepage, you also get the input scripts necessary for re-compiling the map. The yellow dashed lines are constellation boundaries, the red dashed line is the ecliptic, and the shades of blue show Milky Way areas of different brightness. The map contains all Messier objects, except for colliding ones. The underlying database contains all stars brighter than 6.5. All coordinates refer to equinox 2000.0. The map is calculated with the equidistant azimuthal projection (the zenith being in the center of the image). The north pole is to the top. The (horizontal) lines of equal declination are drawn for 0°, ±10°, ±20° etc. The lines of equal right ascension are drawn for all 24 hours. Towards the rim there is a very slight magnification (and distortion).",,image/png,2639,2559,True,True,True,"Pranata Mangsa merupakan sistem penanggalan atau kalender yang dikaitkan dengan aktivitas pertanian, khususnya untuk kepentingan bercocok tanam atau penangkapan ikan. Kalender Pranata Mangsa disusun berdasarkan pada pada peredaran Matahari. Kalender ini memiliki 1 siklus dengan periode 365 hari atau 366 hari. Kalender ini memuat berbagai aspek fenologi dan gejala alam lainnya yang dimanfaatkan sebagai pedoman dalam kegiatan usaha tani maupun persiapan diri menghadapi bencana yang mungkin timbul pada waktu-waktu tertentu.
Penanggalan seperti ini juga dikenal oleh suku bangsa lainnya di Indonesia, seperti etnik Sunda dan etnik Bali. Beberapa tradisi Eropa mengenal pula penanggalan pertanian yang serupa, seperti misalnya pada etnik Jerman yang mengenal Bauernkalendar atau ""penanggalan untuk petani""."
90,id,https://id.wikipedia.org/wiki/Aksara_Jawa,https://upload.wikimedia.org/wikipedia/commons/d/d7/Book_tittle_commemorating_Wilhelmina%27s_ascension-Semarang_1898.jpg,Aksara Jawa,Galeri,Aksara Jawa / Galeri,,"Nederlands: Foto: Koninklijk Huisarchief In Nederlands-Indië kreeg de troonsbestijging van Koningin Wilhelmina in 1898 veel aandacht. Er werd in Semarang zelfs een gedenkboek uitgegeven, gedrukt in Javaans schrift: ""Sri Makoeto, ter herdenking van ons Vorstenhuis en de Inhuldiging van H. M. Koningin Wilhelmina der Nederlanden"". Dit is de titelpagina. Bahasa Indonesia: foto: Arsip Kerajaan Pada tahun 1898, pengangkatan Ratu Wilhelmina cukup menyita perhatian masyarakat Hindia-Belanda. Sebuah buku bahkan dicetak di Semarang untuk memperingati kejadian tersebut. Dengan bahasa dan aksara Jawa, halaman depan buku tersebut berbunyi: ""Sri Makutho, merayakan Keluarga Kerajaan kami dan Pengangkatan Ratu Nederland Wilhelmina"" English: Photo: Royal Archives In Dutch East Indies, the accession of Queen Wilhelmina received much attention in 1898. A commemorative book was even published in Semarang. Printed in Javanese script, the tittle page (seen here) reads: ""Sri Makuto, commemorating our Royal Family and the Investiture of H. M. Queen Wilhelmina of the Netherlands."" Javanese text: ꧋ꦯꦿꦶꦩꦏꦸꦛ꧉ ꦲꦤ꧀ꦚꦫꦶꦪꦺꦴꦱ꧀ꦱꦏꦼꦤ꧀ꦠꦿꦃ ꦎꦫꦤ꧀ꦚꦼ-ꦟꦱ꧀ꦱꦈ꧈ ꦥꦸꦤꦥꦩꦭꦶꦃꦥꦲꦂꦒꦾꦤ꧀ꦱꦂꦠꦥꦩꦶꦮꦃꦲꦤ꧀ꦤꦭꦶꦏꦗꦸꦩꦼꦤ꧀ꦤꦼꦁꦢꦊꦩ꧀ꦱꦿꦶꦩꦲꦫꦗ ꦮꦶꦭ꧀ꦲꦺꦭ꧀ꦩꦶꦟꦃ ꦲꦔꦱ꧀ꦠꦥꦸꦱꦫꦤ꧀ꦤꦶꦁꦥꦿꦗ ꦟꦺꦢꦼꦂꦭꦤ꧀꧈ Transliterationː Sri Makuṭa. ​nyariyosaken ​trah Oranye-Nas​sau, punapa malih pahargyan ​sarta pa​miwahan ​ nalika jume​neng dalem​ Sri maharaja Wil​hel​minah hangas​ta pusaran​ning praja Nederlan​",,image/jpeg,2896,2000,True,True,True,"Aksara Jawa, juga dikenal sebagai Hanacaraka, Carakan, atau Dentawyanjana, adalah salah satu aksara tradisional Indonesia yang berkembang di pulau Jawa. Aksara ini terutama digunakan untuk menulis bahasa Jawa, namun dalam perkembangannya juga digunakan untuk menulis beberapa bahasa daerah lainnya seperti bahasa Sunda, Madura, Sasak, dan Melayu, serta bahasa historis seperti Sanskerta dan Kawi. Aksara Jawa merupakan turunan dari aksara Brahmi India melalui perantara aksara Kawi dan berkerabat dekat dengan aksara Bali. Aksara Jawa aktif digunakan dalam sastra maupun tulisan sehari-hari masyarakat Jawa sejak pertengahan abad ke-15 hingga pertengahan abad ke-20 sebelum fungsinya berangsur-angsur tergantikan dengan huruf Latin. Aksara ini masih diajarkan di DI Yogyakarta, Jawa Tengah, dan Jawa Timur sebagai bagian dari muatan lokal, namun dengan penerapan yang terbatas dalam kehidupan sehari-hari.
Aksara Jawa adalah sistem tulisan abugida yang terdiri dari sekitar 20 hingga 33 aksara dasar, tergantung dari penggunaan bahasa yang bersangkutan."
91,fil,https://tl.wikipedia.org/wiki/Miguel_Malvar,http://upload.wikimedia.org/wikipedia/commons/0/09/Miguel_malvar_PG.jpg,Miguel Malvar,,Miguel Malvar,,"Image from the book ""Mga Dakilang Pilipino"" by Jose N. Sevilla",,image/jpeg,300,253,True,True,True,"Si Miguel Malvar y Carpio ay isang Pilipinong heneral na naglingkod noong Himagsikang ng Pilipinas at kalaunan sa kasagsagan ng Digmaang Pilipino-Amerikano. Ginampanan niya ang pamamahala ng panghimagsikang hukbong katihan ng Pilipinas noong huling bahagi ng sigalot pagkatapos sumuko si Emilio Aguinaldo sa mga Amerikano noong 1901. Ayon sa ilang mga mananalaysay, maaari siyang itala bilang isa mga pangulo ng Pilipinas subalit kasalukuyang hindi kinikilala ng pamahalaan ng Pilipinas."
92,vi,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_Cao_V%C3%A2n,https://upload.wikimedia.org/wikipedia/commons/d/d4/Tr%E1%BA%A7n_Cao_V%C3%A2n.JPG,Trần Cao Vân,,Trần Cao Vân,,English: Portrait of Trần Cao VânTiếng Việt: Ảnh thờ Trần Cao Vân中文（繁體）‎: 陳高雲畫像,,image/jpeg,600,426,True,True,True,"Trần Cao Vân, nhà yêu nước thời Pháp thuộc, là một trong những người cùng vua Duy Tân lãnh đạo cuộc khởi nghĩa chống Pháp tại Trung kỳ Việt Nam, do Việt Nam Quang Phục Hội chủ xướng."
